2024-11-11 14:53:55,985 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-11-11 14:53:56,022 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-11-11 14:53:56,023 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-11-11 14:53:56,024 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-11-11 14:53:56,036 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-11-11 14:53:56,037 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-11-11 14:53:56,038 INFO  SwAddin.cs: 201 - Setting up command manager
2024-11-11 14:53:56,039 INFO  SwAddin.cs: 204 - Adding command manager
2024-11-11 14:53:56,042 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-11-11 14:53:56,043 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-11-11 14:53:56,043 INFO  SwAddin.cs: 210 - Adding event handlers
2024-11-11 14:53:56,062 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-11-11 15:00:55,787 INFO  SwAddin.cs: 294 - Assembly export called for file logo_asm.SLDASM
2024-11-11 15:00:57,248 INFO  SwAddin.cs: 313 - Saving assembly
2024-11-11 15:00:57,351 INFO  SwAddin.cs: 316 - Opening property manager
2024-11-11 15:00:57,362 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from logo_asm.SLDASM
2024-11-11 15:00:57,369 INFO  ExportHelperExtension.cs: 1136 - Found 47 in logo_asm.SLDASM
2024-11-11 15:00:57,391 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in logo_asm.SLDASM
2024-11-11 15:00:57,391 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-11 15:00:57,393 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2024-11-11 15:00:57,394 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L_logo-1
2024-11-11 15:00:57,394 INFO  ExportHelperExtension.cs: 1136 - Found 24 in L_logo-1
2024-11-11 15:00:57,405 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L_logo-1
2024-11-11 15:00:57,406 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ._logo-1
2024-11-11 15:00:57,406 INFO  ExportHelperExtension.cs: 1136 - Found 24 in ._logo-1
2024-11-11 15:00:57,416 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ._logo-1
2024-11-11 15:00:57,417 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from I_logo-1
2024-11-11 15:00:57,417 INFO  ExportHelperExtension.cs: 1136 - Found 24 in I_logo-1
2024-11-11 15:00:57,427 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in I_logo-1
2024-11-11 15:00:57,428 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from U_logo-1
